,apply,species,genus
1584,"['MYCSD_F5YY86' 'LEIXX_RL27' 'MICLC_RL27' 'RARFA_A0A542ZUQ6'
 'OLSUV_E1R013' 'THEBD_D6Y4I6' 'CLAMS_RL27' 'CELCE_A0A1X7E7P0'
 'RENSM_RL27' 'LENAE_A0A0F0GGB4' 'ARTS2_RL27' 'BIFA0_RL27' 'SALTO_RL27'
 'BRELN_A0A0B9ARA9' 'CELGA_F8A1P0' 'CORP2_D9QBX2' 'GLUAR_E1VWN1'
 'PAEAT_RL27' 'PSEPM_F0M4B6' 'PROFC_D7GCW2' 'MYCAS_A0A1A3NCK5'
 'AMYMS_G0FYP2' 'NOCCG_H6R6Q0' 'KRIFD_D2PUT3' 'RHOJR_RL27' 'SACEN_RL27'
 'NOCSJ_RL27' 'PSEAH_A0A1Y2MYV6' 'SACVD_C7MPQ5' 'FRASN_RL27'
 'GEOOG_D2SCS3' 'XYLCX_D1BV38' 'ACTUT_A0A0A6X7G1' 'MYCCU_A0A0J6VCX2'
 'MICAI_D9T9M5' 'STRLN_A0A1B1M9T2' 'ACIA4_K7RVY8' 'CUTAK_RL27'
 'CONWI_D3F9M2' 'THEAL_A0A1H6FSZ9' 'SCAIO_W5IGW5' 'PARDN_E6K2Z6'
 'STRRD_D2BCC8' 'NOCDD_D7B3L7' 'STRHI_A0A1M5BNG8' 'THECD_D1AAW4'
 'KIBAR_A0A1Y5Y8V7' 'TROWT_RL27' 'NOCSI_A0A0A1DPC6' 'MOBCV_D6ZGA9'
 'GORB4_D0LAJ9' 'TSUPD_D5UXK9' 'KITSK_E4NB37' 'SACES_K0JT85'
 'STRJI_A0A1H7S6C4' 'ISOV2_F6FPR5' 'GARVA_I4MBY6' 'ACIC1_RL27'
 'ARCHD_D7BPD5' 'STANL_D3PVY9' 'SEGRD_D6Z8D3' 'MICPN_F5XNY9'
 'ROTMD_D2NSV5' 'CORGP_F2N7T3' 'MICTS_E8NE64' 'KINRD_RL27' 'BLASD_H6RLF3'
 'ACTMD_C6WR88' 'CATAD_C7Q8B2' 'RUBXD_RL27' 'BRAFD_C7MDI8' 'JONDD_C7R5M6'
 'INTC7_E6S709' 'NAKMY_C8XF17' 'ACIFD_C7LYB2' 'KOCRD_RL27' 'SANKS_D1BDM3'
 'ILUCY_A0A6C7E6P4' 'HOYSD_F6EQW5' 'THEFY_RL27' 'SLAES_D0WFK5'
 'EEGSY_F7UV61' 'CRYCD_C7MN24' 'BEUC1_RL27']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTS2', 'BIFA0', 'SALTO', 'BRELN', 'CELGA', 'CORP2', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCAS', 'AMYMS', 'NOCCG', 'KRIFD', 'RHOJR', 'SACEN', 'NOCSJ', 'PSEAH', 'SACVD', 'FRASN', 'GEOOG', 'XYLCX', 'ACTUT', 'MYCCU', 'MICAI', 'STRLN', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITSK', 'SACES', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EEGSY', 'CRYCD', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
1585,"['THEBD_D6Y9P3' 'BRELN_A0A0B9A4Q4' 'MYCSK_A1UFH3' 'AMYME_A0A076MYN3'
 'RHOOP_W8H0S5' 'SACEN_A4F8C9' 'PSEUX_F4CUD5' 'MYCAG_A0A2A7N536'
 'MICOL_A0A562I790' 'STRR3_A0A0F2TE63' 'STRRD_D2B738' 'NOCDD_D7AVT7'
 'NOCSI_A0A0A1DLH0' 'KITAU_A0A1E7NFM3' 'STRJI_A0A1H7NTB2' 'STANL_D3Q7K5'
 'HOYSD_F6EJI6']","['THEBD', 'BRELN', 'MYCSK', 'AMYME', 'RHOOP', 'SACEN', 'PSEUX', 'MYCAG', 'MICOL', 'STRR3', 'STRRD', 'NOCDD', 'NOCSI', 'KITAU', 'STRJI', 'STANL', 'HOYSD']","['147067', '1696', '1763', '1813', '1827', '1835', '1847', '1866885', '1873', '1883', '2000', '2013', '2044', '2063', '228398', '283810', '697025']"
1586,"['MYCSD_F5YZR3' 'LEIXX_GRPE' 'RARFA_A0A542ZAL1' 'OLSUV_E1QXU8'
 'THEBD_D6Y3E9' 'CLAMS_B0RBI2' 'CELCE_A0A1X7EPC7' 'RENSM_A9WQU6'
 'ARTS2_A0K1L2' 'BIFLO_GRPE' 'SALTO_A4X149' 'BRELN_A0A0B8ZVU4'
 'CELGA_F8A6E3' 'CORST_A0A376GUU1' 'GLUAR_E1VYP5' 'PAEAT_A1R5W4'
 'PSEPM_F0M6X7' 'MYCAS_A0A1A3N636' 'NOCFA_Q5YNI1' 'KRIFD_D2Q155'
 'RHOHA_E9SYZ2' 'NOCSJ_A1SPX4' 'PSEAH_A0A1Y2MRZ8' 'GEOOG_D2S5T7'
 'XYLCX_D1BUK0' 'ACTUT_A0A0A6X826' 'MYCAG_A0A2A7MV80' 'MICM1_F4FA81'
 'STRCO_GRPE' 'ACIA4_K7RUD4' 'CUTAK_GRPE' 'THEAL_A0A1H6FKB3'
 'SCAIO_W5IGE2' 'PARDN_E6K2C5' 'NOCDD_D7B9J1' 'TROWT_GRPE'
 'NOCSI_A0A0A1DNS0' 'MOBCV_D6ZJG3' 'TSUPD_D5US61' 'KITGR_A0A0D0PRD2'
 'STRJI_A0A1H7JKD8' 'ISOV2_F6FV47' 'GARVA_I4M9I9' 'ACIC1_A0LWS8'
 'ARCHD_D7BLY3' 'SEGRD_D6Z7H2' 'MICPN_F5XKT9' 'ROTMD_D2NPE3'
 'CORGP_F2NA09' 'MICTS_E8NB84' 'KINRD_A6WFV6' 'BLASD_H6RRJ3' 'RUBXD_GRPE'
 'BRAFD_C7MBV3' 'JONDD_C7QZL3' 'INTC7_E6SDV0' 'ACIFD_C7M1W8'
 'KOCRD_B2GGP1' 'SANKS_D1BKD1' 'ILUCY_A0A6C7ED36' 'HOYSD_F6EJ98'
 'THEFY_Q47TH9' 'SLAES_D0WH75' 'EGGLE_C8WPS0' 'CRYCD_C7MLJ3'
 'BEUC1_C5C3P1']","['MYCSD', 'LEIXX', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'ARTS2', 'BIFLO', 'SALTO', 'BRELN', 'CELGA', 'CORST', 'GLUAR', 'PAEAT', 'PSEPM', 'MYCAS', 'NOCFA', 'KRIFD', 'RHOHA', 'NOCSJ', 'PSEAH', 'GEOOG', 'XYLCX', 'ACTUT', 'MYCAG', 'MICM1', 'STRCO', 'ACIA4', 'CUTAK', 'THEAL', 'SCAIO', 'PARDN', 'NOCDD', 'TROWT', 'NOCSI', 'MOBCV', 'TSUPD', 'KITGR', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EGGLE', 'CRYCD', 'BEUC1']","['1073531', '110932', '13242', '133925', '147067', '1573', '157920', '1645', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1763', '1817', '182639', '1827', '1839', '1847', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '192992', '196081', '196082', '2013', '2038', '2044', '2050', '2060', '2063', '228398', '254250', '2701', '28048', '28263', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '42255', '43668', '43673', '53357', '53634', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
1587,"['OLSUV_E1QXJ1' 'BIFLO_Q8G6Q3' 'BRELN_A0A0B9AJK3' 'CORGL_Q8NU94'
 'MYCPA_Q744R1' 'RHOHA_E9T835' 'MYCCN_I4BC45' 'STRE2_D6X9G3'
 'CONWI_D3EYP6' 'THEAL_A0A1H6FJL8' 'TROWT_Q83GY7' 'GORPV_H6N364'
 'GARVA_I4MAZ7' 'ACIC1_A0LQT8' 'ARCHD_D7BLS0' 'SEGRD_D6ZBA3'
 'MICPN_F5XIQ9' 'KINRD_A6W427' 'BLASD_H6RJD2' 'RUBXD_Q1B023'
 'ACIFD_C7LYL0' 'ILUCY_A0A6C7E5E0' 'EGGLE_C8WPP0' 'CRYCD_C7MMB9']","['OLSUV', 'BIFLO', 'BRELN', 'CORGL', 'MYCPA', 'RHOHA', 'MYCCN', 'STRE2', 'CONWI', 'THEAL', 'TROWT', 'GORPV', 'GARVA', 'ACIC1', 'ARCHD', 'SEGRD', 'MICPN', 'KINRD', 'BLASD', 'RUBXD', 'ACIFD', 'ILUCY', 'EGGLE', 'CRYCD']","['133925', '1678', '1696', '1716', '1763', '1827', '1866885', '1883', '191494', '192992', '2038', '2053', '2701', '28048', '28263', '286801', '29404', '33981', '38501', '42255', '53634', '682522', '84111', '84162']"
1588,"['LEIXX_Q6AF69' 'MICLC_C5CBK5' 'CLAMS_B0REU3' 'RENSM_A9WR56'
 'ARTGL_A0A2S3ZVT2' 'BRELN_A0A0B9ACX8' 'CELGA_F8A6X8' 'GLUAR_E1VX14'
 'PAEAT_A1R5S6' 'PSEPM_F0MAF9' 'KRIFD_D2Q303' 'NOCSJ_A1SL47'
 'STRAS_A0A2U9NZG3' 'NOCSI_A0A0A1DKW8' 'STRJI_A0A1H7SJL7' 'MICTS_E8NFN6'
 'KINRD_A6WC92' 'INTC7_E6S9F6' 'KOCRD_B2GGV3']","['LEIXX', 'MICLC', 'CLAMS', 'RENSM', 'ARTGL', 'BRELN', 'CELGA', 'GLUAR', 'PAEAT', 'PSEPM', 'KRIFD', 'NOCSJ', 'STRAS', 'NOCSI', 'STRJI', 'MICTS', 'KINRD', 'INTC7', 'KOCRD']","['110932', '1269', '1573', '1645', '1663', '1696', '1707', '1742989', '1742992', '1742993', '182639', '1839', '1883', '2044', '228398', '33882', '33981', '53357', '57493']"
1589,"['MICLC_C5C6R9' 'RARFA_A0A542ZVD2' 'CELCE_A0A1X7CDW5' 'ARTGL_A0A2S3ZZT7'
 'BRELN_A0A0B9ANH0' 'CELFN_D5UJL6' 'CORA7_C3PED4' 'GLUAR_E1VTB4'
 'PAEAT_A1R0X1' 'PSEPM_F0MBJ6' 'PSETH_A0A1M7A5E6' 'XYLCX_D1BTV9'
 'ACIA4_K7S2P7' 'TSUPD_D5UX80' 'MICTS_E8NF86' 'KINRD_A6W5D3'
 'CATAD_C7QHB6' 'KOCRD_B2GHI4']","['MICLC', 'RARFA', 'CELCE', 'ARTGL', 'BRELN', 'CELFN', 'CORA7', 'GLUAR', 'PAEAT', 'PSEPM', 'PSETH', 'XYLCX', 'ACIA4', 'TSUPD', 'MICTS', 'KINRD', 'CATAD', 'KOCRD']","['1269', '13242', '157920', '1663', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1847', '186188', '1912215', '2060', '33882', '33981', '414878', '57493']"
1590,"['MYCSD_F5YWQ2' 'OLSUV_E1QZY0' 'RENSM_A9WSR6' 'LENAE_A0A0F0H8V6'
 'ARTGL_A0A2S3ZYM0' 'BRELN_A0A0B8ZZA1' 'CORRG_F8DY52' 'PAEAT_A1R8S0'
 'PSEPM_F0M9X9' 'MYCPA_Q73X82' 'AMYMS_G0G430' 'NOCAS_U5E4H5'
 'RHOJR_Q0SGS9' 'SACSN_A0A2N3XVK9' 'PSEAH_A0A1Y2NAB8' 'FRAAA_Q0REW7'
 'ACTUT_A0A0A6UWA5' 'MYCHD_K5BD54' 'STRNV_V6JYC0' 'CONWI_D3F8L6'
 'STRRD_D2B1H5' 'GORPV_H6MW88' 'TSUPD_D5UQL9' 'SEGRD_D6Z7R3'
 'MICPN_F5XKP6' 'KINRD_A6WG70' 'ACTMD_C6WIG1' 'RUBXD_Q1AUM2'
 'NAKMY_C8XKD3' 'ILUCY_A0A6C7E8I2' 'HOYSD_F6ES63' 'EEGSY_F7UV51']","['MYCSD', 'OLSUV', 'RENSM', 'LENAE', 'ARTGL', 'BRELN', 'CORRG', 'PAEAT', 'PSEPM', 'MYCPA', 'AMYMS', 'NOCAS', 'RHOJR', 'SACSN', 'PSEAH', 'FRAAA', 'ACTUT', 'MYCHD', 'STRNV', 'CONWI', 'STRRD', 'GORPV', 'TSUPD', 'SEGRD', 'MICPN', 'KINRD', 'ACTMD', 'RUBXD', 'NAKMY', 'ILUCY', 'HOYSD', 'EEGSY']","['1073531', '133925', '1645', '165301', '1663', '1696', '1716', '1742992', '1742993', '1763', '1813', '1817', '1827', '1835', '1847', '1854', '1865', '1866885', '1883', '191494', '2000', '2053', '2060', '286801', '29404', '33981', '40566', '42255', '53460', '682522', '697025', '84111']"
1591,"['THEBD_D6Y7V2' 'LENAE_A0A0F0HAS1' 'ARTS2_A0JT70' 'CELFA_F4H4K5'
 'GLUAR_E1VT50' 'PAEAT_A1R3M4' 'PSEPM_F0M2C1' 'MYCTU_I6XEF6'
 'NOCCG_H6R268' 'NOCSJ_A1SPW3' 'PSETH_A0A1M6P891' 'FRACC_Q2J8X2'
 'ACTS5_G8S4S3' 'MICEC_A0A1C4W3I7' 'STRVT_D9XJ51' 'THEAL_A0A1H6FUX6'
 'STRHI_A0A1M4Y6G9' 'THECD_D1AD65' 'STRJI_A0A1H7WQD4' 'ISOV2_F6FPX0'
 'ACTMD_C6WPL2' 'RUBXD_Q1AYP2' 'INTC7_E6SEX9' 'ILUCY_A0A6C7EBG2']","['THEBD', 'LENAE', 'ARTS2', 'CELFA', 'GLUAR', 'PAEAT', 'PSEPM', 'MYCTU', 'NOCCG', 'NOCSJ', 'PSETH', 'FRACC', 'ACTS5', 'MICEC', 'STRVT', 'THEAL', 'STRHI', 'THECD', 'STRJI', 'ISOV2', 'ACTMD', 'RUBXD', 'INTC7', 'ILUCY']","['147067', '165301', '1663', '1707', '1742989', '1742992', '1742993', '1763', '1817', '1839', '1847', '1854', '1865', '1873', '1883', '192992', '2016', '2019', '228398', '254250', '40566', '42255', '53357', '682522']"
1592,"['MYCSD_F5YXK7' 'LEIXX_Q6AE91' 'MICLC_C5CAG4' 'RARFA_A0A542ZWH1'
 'OLSUV_E1QVK4' 'THEBD_D6Y658' 'CLAMS_B0REM3' 'CELCE_A0A1X7EDL4'
 'RENSM_A9WP32' 'LENAE_A0A0F0H6B7' 'ARTGL_A0A2S3ZRU8' 'BIFLO_FTSY'
 'SALTO_A4X4G5' 'BRELN_A0A0B9AMS3' 'CELFA_F4H6J6' 'CORP2_D9QB73'
 'GLUAR_E1VVN4' 'PAEAT_A1R7H7' 'PSEPM_F0M533' 'PROFC_D7GEH8'
 'MYCCE_A0A1X1RV92' 'AMYMS_G0FV63' 'NOCCG_H6R5V1' 'KRIFD_D2Q0K9'
 'RHOJR_Q0S2D4' 'SACSN_A0A2N3Y9S3' 'NOCSJ_A1SLT7' 'PSETH_A0A1M6ZFL9'
 'SACVD_C7MY70' 'FRASN_A8L5A0' 'GEOOG_D2SE19' 'XYLCX_D1BZN8'
 'ACTS5_G8SJT1' 'MYCT3_G7CKR4' 'MICM1_F4FAJ4' 'STRCL_E2Q8Y8'
 'ACIA4_K7RU69' 'CUTAK_Q6A7S0' 'CONWI_D3F1E0' 'THEAL_A0A1H6FZF9'
 'SCAIO_W5II38' 'PARDN_E6K2H5' 'STRRD_D2AVJ8' 'NOCDD_D7AUB2'
 'STRHI_A0A1M5GWZ9' 'THECD_D1AB23' 'KIBAR_A0A1Y5XZP2' 'NOCSI_A0A0A1DS70'
 'MOBCV_D6ZIF0' 'GORPV_H6MXY8' 'TSUPD_D5UYC1' 'KITSK_E4NHH4'
 'SACES_K0KCN3' 'STRJI_A0A1H7XTN1' 'ISOV2_F6FRU8' 'GARVA_I4MB31'
 'ACIC1_A0LV79' 'ARCHD_D7BN01' 'STANL_D3Q1V2' 'SEGRD_D6ZA36'
 'MICPN_F5XRE6' 'ROTMD_D2NTL6' 'CORGP_F2N9Q5' 'MICTS_E8NDE7'
 'KINRD_A6W7U1' 'BLASD_H6RWL4' 'ACTMD_C6WEX8' 'CATAD_C7QGX6'
 'RUBXD_Q1AW79' 'JONDD_C7R313' 'INTC7_E6SF20' 'NAKMY_C8XBX9'
 'KOCRD_B2GFN0' 'SANKS_D1BJA1' 'ILUCY_A0A6C7E257' 'HOYSD_F6EIU5'
 'THEFY_Q47S71' 'SLAES_D0WEA6' 'EEGSY_F7UUI9' 'CRYCD_C7MMZ8'
 'BEUC1_C5BWX8']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTGL', 'BIFLO', 'SALTO', 'BRELN', 'CELFA', 'CORP2', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCCE', 'AMYMS', 'NOCCG', 'KRIFD', 'RHOJR', 'SACSN', 'NOCSJ', 'PSETH', 'SACVD', 'FRASN', 'GEOOG', 'XYLCX', 'ACTS5', 'MYCT3', 'MICM1', 'STRCL', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'KIBAR', 'NOCSI', 'MOBCV', 'GORPV', 'TSUPD', 'KITSK', 'SACES', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'JONDD', 'INTC7', 'NAKMY', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EEGSY', 'CRYCD', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43673', '53357', '53460', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
1593,"['LENAE_A0A0F0GLQ7' 'ARTGO_H0QGR5' 'CELFN_D5UHY7' 'PAEAT_A1R2K4'
 'AMYME_A0A076MU36' 'NOCFA_Q5YYH0' 'KRIFD_D2PRL7' 'RHOJR_Q0S4F3'
 'PSETH_A0A1M6YID7' 'FRAAA_Q0RT93' 'GEOOG_D2SBF6' 'MYCFA_A0A1X1RJK5'
 'MICM1_F4F6E8' 'STREK_G2NFM1' 'CONWI_D3FEZ3' 'STRRD_D2BDT8'
 'NOCAA_J7LC47' 'STRHI_A0A1M5CYB2' 'KIBAR_A0A1W2D9I0' 'GORPV_H6MYF6'
 'KITSK_E4N5V6' 'SACES_K0KFH7' 'STRJI_A0A1H7ZBQ0' 'KINRD_A6WF85'
 'BLASD_H6RS68' 'ACTMD_C6WR20' 'CATAD_C7Q525' 'NAKMY_C8X9V0'
 'SANKS_D1BGL6']","['LENAE', 'ARTGO', 'CELFN', 'PAEAT', 'AMYME', 'NOCFA', 'KRIFD', 'RHOJR', 'PSETH', 'FRAAA', 'GEOOG', 'MYCFA', 'MICM1', 'STREK', 'CONWI', 'STRRD', 'NOCAA', 'STRHI', 'KIBAR', 'GORPV', 'KITSK', 'SACES', 'STRJI', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'NAKMY', 'SANKS']","['165301', '1663', '1707', '1742992', '1813', '1817', '182639', '1827', '1847', '1854', '1860', '1866885', '1873', '1883', '191494', '2000', '2013', '2016', '2029', '2053', '2063', '2071', '228398', '33981', '38501', '40566', '414878', '53460', '60919']"
1594,"['THEBD_D6Y4L4' 'LENAE_A0A0F0GI11' 'CORK4_C4LGE0' 'PAEAT_A1RDJ0'
 'MYCAS_A0A1A3MS37' 'AMYMS_G0G542' 'NOCCG_H6RB14' 'RHOJR_Q0S8B9'
 'SACSN_A0A2N3XZX4' 'NOCSJ_A1SKQ0' 'PSEAH_A0A1Y2MMB5' 'FRACC_Q2J7Z4'
 'ACTUT_A0A0A6UN21' 'MYCS2_A0R573' 'MICOL_A0A562I8Q6' 'STRCL_E2PVZ1'
 'THEAL_A0A1H6FPJ1' 'STRRD_D2ATW8' 'KIBAR_A0A1W2F9L5' 'GORPV_H6MUE3'
 'TSUPD_D5UPC0' 'KITSK_E4N3F5' 'SACSY_A0A5Q0H6G9' 'MICPN_F5XJ04'
 'CATAD_C7QDS6' 'RUBXD_Q1AYC6' 'NAKMY_C8XJ09' 'HOYSD_F6EGX7'
 'THEFY_Q47T72']","['THEBD', 'LENAE', 'CORK4', 'PAEAT', 'MYCAS', 'AMYMS', 'NOCCG', 'RHOJR', 'SACSN', 'NOCSJ', 'PSEAH', 'FRACC', 'ACTUT', 'MYCS2', 'MICOL', 'STRCL', 'THEAL', 'STRRD', 'KIBAR', 'GORPV', 'TSUPD', 'KITSK', 'SACSY', 'MICPN', 'CATAD', 'RUBXD', 'NAKMY', 'HOYSD', 'THEFY']","['147067', '165301', '1716', '1742992', '1763', '1813', '1817', '1827', '1835', '1839', '1847', '1854', '1865', '1866885', '1873', '1883', '192992', '2000', '2029', '2053', '2060', '2063', '2071', '29404', '414878', '42255', '53460', '697025', '83677']"
1595,"['MYCSD_F5YT36' 'ARTGL_A0A2S3ZTC2' 'COREF_Q8FUG2' 'PAEAT_A1RCZ5'
 'PSEPM_F0MBV0' 'MYCUL_X8F5X4' 'RHOHA_E9T304' 'NOCSJ_A1SD02'
 'PSEAH_A0A1Y2MPN1' 'MYCCI_A0A448I8V9' 'STRLU_A0A160NVS7'
 'NOCSI_A0A0A1DT82' 'GORPV_H6MTY9' 'KITSK_E4N726' 'STRJI_A0A1H7YFC7'
 'ACIC1_A0LSA3' 'CATAD_C7Q0D3' 'RUBXD_Q1AUZ3' 'INTC7_E6S819'
 'HOYSD_F6ERA4']","['MYCSD', 'ARTGL', 'COREF', 'PAEAT', 'PSEPM', 'MYCUL', 'RHOHA', 'NOCSJ', 'PSEAH', 'MYCCI', 'STRLU', 'NOCSI', 'GORPV', 'KITSK', 'STRJI', 'ACIC1', 'CATAD', 'RUBXD', 'INTC7', 'HOYSD']","['1073531', '1663', '1716', '1742992', '1742993', '1763', '1827', '1839', '1847', '1866885', '1883', '2044', '2053', '2063', '228398', '28048', '414878', '42255', '53357', '697025']"
1596,"['MYCSD_F5YX77' 'RARFA_A0A542ZXJ0' 'THEBD_D6Y6I1' 'CELCE_A0A1X7D0D4'
 'ARTGO_H0QRC9' 'SALTO_A4XAR0' 'CELGA_F8A008' 'CORU7_B1VGW6'
 'MYCPA_Q73X90' 'AMYME_A0A076N4A7' 'PSEUX_F4CIP2' 'FRAIE_E3J798'
 'XYLCX_D1BXD1' 'MYCCU_A0A0J6WNC5' 'STRA4_A0A0B5EL52' 'ACIA4_K7RSW3'
 'CUTAK_Q6A5B9' 'THEAL_A0A1H6FKR5' 'TROWT_Q83GZ7' 'ACIC1_A0LQX0'
 'SEGRD_D6Z7R9' 'MICPN_F5XJU2' 'JONDD_C7R197' 'INTC7_E6SDD5'
 'NAKMY_C8XEW0' 'THEFY_Q47TL1' 'BEUC1_C5BZV3']","['MYCSD', 'RARFA', 'THEBD', 'CELCE', 'ARTGO', 'SALTO', 'CELGA', 'CORU7', 'MYCPA', 'AMYME', 'PSEUX', 'FRAIE', 'XYLCX', 'MYCCU', 'STRA4', 'ACIA4', 'CUTAK', 'THEAL', 'TROWT', 'ACIC1', 'SEGRD', 'MICPN', 'JONDD', 'INTC7', 'NAKMY', 'THEFY', 'BEUC1']","['1073531', '13242', '147067', '157920', '1663', '168694', '1707', '1716', '1763', '1813', '1847', '1854', '186188', '1866885', '1883', '1912215', '1912216', '192992', '2038', '28048', '286801', '29404', '43673', '53357', '53460', '83677', '84756']"
1597,"['MYCSD_F5YVB5' 'RARFA_A0A542ZX26' 'ARTGL_A0A2S3ZYA4' 'BIFBI_I3WJW8'
 'BRELN_A0A0B9A339' 'CELGA_F8A119' 'COREF_Q8FM54' 'PSEPM_F0M2Z9'
 'NOCCG_H6R985' 'RHOSX_A0A0D8I0F2' 'GEOOG_D2SFJ5' 'XYLCX_D1BU12'
 'ACIA4_K7RKJ2' 'SCAIO_W5IJ27' 'KINRD_A6W400' 'BLASD_H6RKW7'
 'KOCRD_B2GFU8' 'SANKS_D1BJH6' 'HOYSD_F6EF76']","['MYCSD', 'RARFA', 'ARTGL', 'BIFBI', 'BRELN', 'CELGA', 'COREF', 'PSEPM', 'NOCCG', 'RHOSX', 'GEOOG', 'XYLCX', 'ACIA4', 'SCAIO', 'KINRD', 'BLASD', 'KOCRD', 'SANKS', 'HOYSD']","['1073531', '13242', '1663', '1678', '1696', '1707', '1716', '1742993', '1817', '1827', '1860', '186188', '1912215', '196081', '33981', '38501', '57493', '60919', '697025']"
